"X1","X2","val","copies","data"
"14.ysepdiv","30.emcc",0.00280663547290823,5,"sd2011_clean_small"
"14.ysepdiv","31.englang",0.00137620152148018,5,"sd2011_clean_small"
"14.ysepdiv","32.height",0.00201945371816083,5,"sd2011_clean_small"
"14.ysepdiv","33.weight",0.00768787432164538,5,"sd2011_clean_small"
"15.ls","16.depress",0.00392290011850796,5,"sd2011_clean_small"
"15.ls","17.trust",0.00142139263736071,5,"sd2011_clean_small"
"15.ls","18.trustfam",0.00176539381015772,5,"sd2011_clean_small"
"15.ls","19.trustneigh",0.00158186710185011,5,"sd2011_clean_small"
"15.ls","20.sport",0.0021998072597629,5,"sd2011_clean_small"
"15.ls","21.nofriend",0.00324131933899703,5,"sd2011_clean_small"
"15.ls","22.smoke",0.00129504877188262,5,"sd2011_clean_small"
"15.ls","23.nociga",0.00220324663962184,5,"sd2011_clean_small"
"15.ls","24.alcabuse",0.00117514631233748,5,"sd2011_clean_small"
"15.ls","25.alcsol",0.00182835960260907,5,"sd2011_clean_small"
"15.ls","26.workab",0.000939391009559689,5,"sd2011_clean_small"
"15.ls","27.wkabdur",0.00073277055476687,5,"sd2011_clean_small"
"15.ls","28.wkabint",0.00124252470896137,5,"sd2011_clean_small"
"15.ls","29.wkabintdur",0.000944977546358301,5,"sd2011_clean_small"
"15.ls","30.emcc",0.0024336542320624,5,"sd2011_clean_small"
"15.ls","31.englang",0.00307849986733289,5,"sd2011_clean_small"
"15.ls","32.height",0.00159028861635894,5,"sd2011_clean_small"
"15.ls","33.weight",0.00603998719533779,5,"sd2011_clean_small"
"16.depress","17.trust",0.00115204882051088,5,"sd2011_clean_small"
"16.depress","18.trustfam",0.000634270215031383,5,"sd2011_clean_small"
"16.depress","19.trustneigh",0.00115771484616058,5,"sd2011_clean_small"
"16.depress","20.sport",0.00185369185293888,5,"sd2011_clean_small"
"16.depress","21.nofriend",0.0017836136128849,5,"sd2011_clean_small"
"16.depress","22.smoke",0.000349524638496386,5,"sd2011_clean_small"
"16.depress","23.nociga",0.00115165277124673,5,"sd2011_clean_small"
"16.depress","24.alcabuse",0.00058029453567342,5,"sd2011_clean_small"
"16.depress","25.alcsol",0.000409878409232952,5,"sd2011_clean_small"
